"통계분류(1)",통계분류(2),2016,2016,2016,2016,2016,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021
"통계분류(1)",통계분류(2),표본수,비디오/DVD/CD플레이어,TV,인터넷,휴대용모바일기기,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어,표본수,TV라디오,PC노트북,스마트기기,비디오/DVD/CD플레이어
"지역규모별",대도시,3756,4.6,92.3,22,22,3727,86.6,19.4,29.8,2.5,3676,83,19,26.3,0.9,3422,84.8,17.5,29.1,0.7,3402,82.3,16.4,35.9,1.1
"지역규모별",중소도시,2933,3,87,22.6,25.1,2822,82.7,21,29.3,4.3,2790,83.6,13.9,30,1.2,2875,81.1,16.3,33.8,1.2,2503,79.5,13.8,43.2,2.3
"지역규모별",읍면지역,1583,5.3,91.8,23,27.9,1829,88.5,18.2,23,1.9,1760,90.2,11,18.3,0.4,1200,88,15.2,25.9,0.8,1325,84.1,12.6,32.9,0.7
"권역별",수도권,2780,2.3,89,22.1,20.7,2609,79.9,19.2,31.4,4.3,2748,82.8,16.9,28.4,1.1,3815,82.8,17.4,33.4,1.3,2373,80.3,16.3,39.5,1.8
"권역별",강원/제주권,577,4.8,79.8,21.4,28.7,645,82.6,21.5,35.4,4.7,568,86.9,14.6,19,0.4,292,83.2,23.5,34.6,0.1,549,80.8,17.4,39.5,0.5
"권역별",충청/세종권,1324,5.5,91.1,30.4,37.7,1444,88.1,25.6,25.3,2.4,1306,77.9,16.3,25.9,0.6,766,76.9,12.9,37.2,0.2,1128,76.2,15.8,38.7,0.5
"권역별",호남권,1106,1.4,96.2,12.6,18,1178,94.6,4.8,16.2,1,1192,88.5,11.2,20.5,0.5,721,84.3,19.6,24.4,0.9,1058,82.5,10.5,43,1
"권역별",대경권,818,4.1,90.9,13.1,23.4,962,87,24.6,21.9,3.2,1504,92.3,14.6,23.1,0.9,1224,86.1,16.9,20.9,0.9,1307,85.1,9.9,32.9,1.7
"권역별",동남권,1667,10,92,28.1,29.1,1540,95.5,23.8,30.8,0.6,908,82.1,13.8,31.1,0.5,679,93.6,9.7,26.6,0.1,815,87.8,17,34,1.2
"17개 시도별",서울,1047,3.7,90,19.2,19.1,1017,81.9,16.8,28.6,3.9,1009,80.4,20.4,31.1,1.4,1525,85.3,18.3,32.6,1,942,78.6,18.1,37.5,1.6
