"구분별(1)",구분별(2),2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"구분별(1)",구분별(2),사례수 (명),티빙(Tving) (%),웨이브(Wavve)(구 푹(pooq) 옥수수) (%),KT 시즌(Seezn)(구 olleh tv 모바일) (%),U+ 모바일(구 U+비디오포털) (%),에브리온 TV (%),네이버시리즈(구 네이버 N 스토어) (%),곰TV (%),넷플릭스 (%),카카오 TV (%),유튜브 (%),아마존 프라임 비디오 (%),왓챠플레이 (%),기타 (%),사례수 (명),티빙(Tving) (%),웨이브(Wavve)(구 푹(pooq) 옥수수) (%),KT 시즌(Seezn)(구 olleh tv 모바일) (%),U+ 모바일(구 U+비디오포털) (%),네이버시리즈(구 네이버 N 스토어) (%),곰TV (%),넷플릭스 (%),카카오 TV (%),유튜브 (%),아마존 프라임 비디오 (%),왓챠플레이 (%),쿠팡플레이 (%),아프리카 TV (%),기타 (%)
"지역",전남,245.0,18.5,9.9,0.4,0.4,4.7,3.6,0.2,12.0,14.0,92.0,6.2,0.0,0.0,279.7,3.4,0.1,0.6,0.5,0.7,0.0,8.7,10.6,99.6,0.1,0.2,0.0,6.3,0.0
"지역",경북,291.0,15.4,16.3,2.2,1.9,0.0,11.1,2.8,19.6,6.4,90.1,0.8,0.4,1.7,318.2,16.1,11.3,2.0,4.2,8.2,1.4,23.0,4.4,94.7,0.0,2.6,2.5,2.6,0.0
"지역",경남,427.0,1.4,1.7,1.0,0.7,0.3,1.3,1.8,15.3,6.4,96.4,0.8,0.3,0.0,501.1,1.9,2.1,0.8,0.9,0.3,1.1,13.1,2.3,96.5,0.0,0.6,0.3,1.2,0.0
"지역",제주,83.0,16.6,4.7,10.8,2.4,0.0,15.9,2.4,35.9,5.4,99.0,0.0,1.1,10.6,84.5,7.8,6.5,10.7,3.2,4.5,5.5,47.1,4.2,99.8,0.0,1.9,2.3,12.2,1.4
"지역",세종,79.0,4.5,9.5,0.2,8.8,0.0,2.9,10.0,10.1,6.9,99.2,0.0,0.0,0.0,88.1,2.4,0.0,0.0,0.2,14.7,2.9,57.0,4.5,100.0,0.5,8.5,0.0,25.5,0.0
"지역구분2",시부,7113.0,13.8,9.8,2.7,3.9,1.2,8.7,3.0,23.3,10.7,93.6,0.9,1.5,0.7,7880.6,9.1,6.2,2.1,3.6,4.3,1.4,28.2,9.4,94.5,0.3,2.0,1.4,4.3,0.3
"지역구분2",군부,321.0,12.7,6.1,2.4,1.2,3.6,4.9,2.9,9.1,16.2,98.5,0.0,0.5,0.0,413.1,4.4,4.3,1.3,0.1,2.8,0.9,19.9,5.9,98.8,0.0,0.2,0.0,7.8,0.5
"종사상지위",임금근로자,3968.0,14.7,12.3,2.5,4.3,1.7,9.1,3.2,25.9,11.5,93.0,0.9,1.9,0.3,4440.1,10.9,7.5,2.0,4.2,4.0,1.3,31.3,10.4,94.2,0.1,1.9,1.4,4.5,0.3
"종사상지위",고용주,110.0,6.9,4.1,3.1,4.4,3.4,6.5,2.9,17.1,13.3,98.0,1.1,0.0,0.5,141.0,10.4,1.8,1.7,2.3,5.6,1.7,33.3,4.5,96.0,0.5,1.1,1.5,1.1,0.0
"종사상지위",단독자영업자,535.0,7.7,5.7,2.7,2.4,1.1,8.7,3.1,12.1,11.7,94.4,0.5,0.3,0.1,622.9,4.8,4.3,3.6,3.3,4.0,0.9,15.0,7.2,94.7,0.3,0.6,1.1,2.2,0.1
"종사상지위",무급가족종사자,66.0,16.9,6.1,3.6,0.4,0.8,6.1,0.0,26.3,9.8,93.8,0.0,0.0,0.8,97.3,8.0,3.7,0.7,0.4,1.1,0.0,21.6,15.0,95.9,0.0,0.0,0.4,7.7,0.0
"종사상지위",무직,2755.0,13.7,6.7,2.9,3.2,0.7,7.8,2.6,20.2,10.0,94.7,0.8,1.2,1.4,2992.5,6.8,4.6,1.8,2.5,4.6,1.6,25.3,7.7,95.5,0.5,2.2,1.4,5.0,0.5
"상세직업",관리자,189.0,14.0,19.9,5.6,9.6,3.2,13.3,7.9,29.8,10.5,90.6,2.0,0.9,0.2,207.6,10.8,8.3,8.4,4.0,15.5,1.9,33.6,13.9,96.3,0.0,2.0,1.7,7.5,0.0
"상세직업",전문가및관련종사자,773.0,16.0,15.1,4.6,5.4,1.3,11.6,4.6,34.1,9.1,91.8,0.6,2.5,0.1,835.7,11.4,8.5,2.8,4.5,5.1,1.5,38.5,11.2,93.6,0.2,1.9,2.0,2.3,0.5
"상세직업",사무종사자,1257.0,19.5,11.1,1.4,4.0,2.6,8.3,2.0,33.5,13.8,92.2,0.9,3.5,0.4,1443.1,15.8,7.4,1.8,5.5,2.3,1.4,35.7,12.6,91.0,0.0,2.3,0.7,4.7,0.0
